############################################################
2020-08-10 08:07:40
[DataFrame Name] report/one_class/one_class_unsupervised_[1_1_1]_[2_2_2]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_1_1
[Abnormal Mean] 
[Model] one_class_unsupervised
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.001558376068715006
[Cut Threshold with 0.01 FP Rate] 0.002771350080147384
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=14.25; d1i=2.5; recall=0.999]
[d0i=5.081099128973611; d1i=2.5; recall=0.992]
[d0i=14.14026314772027; d1i=2.5; recall=1.0]
[d0i=16.232140633713357; d1i=2.5; recall=1.0]
[d0i=7.818326885369953; d1i=2.5; recall=1.0]
[d0i=3.1307634598447507; d1i=2.5; recall=0.731]
[d0i=10.098450298533608; d1i=2.5; recall=0.995]
[d0i=16.935565318519597; d1i=2.5; recall=1.0]
[d0i=12.077148289592774; d1i=2.5; recall=1.0]
[d0i=3.741197527865804; d1i=2.5; recall=0.52]
[d0i=6.0279495744168345; d1i=2.5; recall=0.993]
[d0i=15.069369973571593; d1i=2.5; recall=1.0]
[d0i=15.57192233824617; d1i=2.5; recall=1.0]
[d0i=2.9638819924131354; d1i=2.5; recall=0.988]
[d0i=5.758660361735345; d1i=2.5; recall=1.0]
[d0i=6.404010632138601; d1i=2.5; recall=1.0]
[d0i=3.8083246926064844; d1i=2.5; recall=0.995]
[d0i=2.362197782951939; d1i=2.5; recall=0.897]
[d0i=4.511749377412726; d1i=2.5; recall=1.0]
[d0i=6.62101918717476; d1i=2.5; recall=1.0]
[d0i=5.122183445433777; d1i=2.5; recall=1.0]
[d0i=2.5505184630579856; d1i=2.5; recall=0.881]
[d0i=3.25598810048578; d1i=2.5; recall=0.995]
[d0i=6.0452925117113825; d1i=2.5; recall=1.0]
[d0i=6.200331373502353; d1i=2.5; recall=1.0]
[d0i=11.479615237356938; d1i=2.5; recall=1.0]
[d0i=3.2826484497750985; d1i=2.5; recall=0.998]
[d0i=1.3898633935721054; d1i=2.5; recall=0.977]
[d0i=9.002900502664218; d1i=2.5; recall=1.0]
[d0i=13.24432958311809; d1i=2.5; recall=1.0]
[d0i=6.939785644536723; d1i=2.5; recall=1.0]
[d0i=0.753386477270538; d1i=2.5; recall=0.226]
[d0i=5.149408333583603; d1i=2.5; recall=1.0]
[d0i=12.691992990997385; d1i=2.5; recall=1.0]
[d0i=10.622880373296164; d1i=2.5; recall=1.0]
[d0i=2.4419684733601668; d1i=2.5; recall=0.941]
[d0i=1.9872460471259534; d1i=2.5; recall=0.993]
[d0i=16.22396077369438; d1i=2.5; recall=1.0]
[d0i=10.90039438104243; d1i=2.5; recall=0.999]
[d0i=9.671114432149446; d1i=2.5; recall=0.116]
[d0i=14.615444395932442; d1i=2.5; recall=0.776]
[d0i=17.37006447609773; d1i=2.5; recall=1.0]
[d0i=13.275542794824634; d1i=2.5; recall=1.0]
[d0i=9.257750902794298; d1i=2.5; recall=0.703]
[d0i=12.112772134682876; d1i=2.5; recall=0.116]
[d0i=17.01134635567051; d1i=2.5; recall=1.0]
[d0i=15.667549475720504; d1i=2.5; recall=1.0]
[d0i=10.354410020559467; d1i=2.5; recall=0.999]
[d0i=10.05908797168244; d1i=2.5; recall=0.1]
[d0i=9.171871884246052; d1i=2.5; recall=0.301]
[d0i=15.726503002549133; d1i=2.5; recall=0.987]
[d0i=17.240051629883173; d1i=2.5; recall=1.0]
[d0i=11.152354652063362; d1i=2.5; recall=1.0]
[d0i=7.7607338541193895; d1i=2.5; recall=0.101]
[d0i=12.802105980835712; d1i=2.5; recall=0.27]
[d0i=17.749004698717375; d1i=2.5; recall=1.0]
[d0i=14.233765171361611; d1i=2.5; recall=1.0]
[d0i=8.2024048658864; d1i=2.5; recall=0.917]
[d0i=9.85695224941422; d1i=2.5; recall=0.297]
[d0i=16.398745220523182; d1i=2.5; recall=1.0]
[d0i=16.76235993831129; d1i=2.5; recall=1.0]
[d0i=2.251936476041557; d1i=2.5; recall=0.989]
[d0i=9.597625575646562; d1i=2.5; recall=1.0]
[d0i=11.29383966502282; d1i=2.5; recall=1.0]
[d0i=4.4714375306298875; d1i=2.5; recall=0.999]
[d0i=0.670492599361113; d1i=2.5; recall=0.722]
[d0i=6.320292200571901; d1i=2.5; recall=1.0]
[d0i=11.864216691962794; d1i=2.5; recall=1.0]
[d0i=7.92473387248067; d1i=2.5; recall=1.0]
[d0i=1.1654675076650862; d1i=2.5; recall=0.255]
[d0i=3.019697053248845; d1i=2.5; recall=0.997]
[d0i=10.350998609725812; d1i=2.5; recall=1.0]
[d0i=10.758496853441395; d1i=2.5; recall=1.0]
[d0i=7.169205225801936; d1i=2.5; recall=1.0]
[d0i=2.880740495573842; d1i=2.5; recall=0.948]
[d0i=1.8904788334518767; d1i=2.5; recall=0.853]
[d0i=5.873444969379166; d1i=2.5; recall=1.0]
[d0i=8.092463234140999; d1i=2.5; recall=1.0]
[d0i=4.794070667546793; d1i=2.5; recall=1.0]
[d0i=1.557488731393792; d1i=2.5; recall=0.444]
