############################################################
2020-08-10 08:05:42
[DataFrame Name] report/one_class/one_class_unsupervised_[1_1_1]_[1_2_2]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_1_1
[Abnormal Mean] 
[Model] one_class_unsupervised
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.001558376068715006
[Cut Threshold with 0.01 FP Rate] 0.002771350080147384
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=13.25; d1i=2.5; recall=0.503]
[d0i=9.021257249437921; d1i=2.5; recall=1.0]
[d0i=13.902289700475812; d1i=2.5; recall=1.0]
[d0i=10.527069914479805; d1i=2.5; recall=1.0]
[d0i=4.604772372083626; d1i=2.5; recall=0.998]
[d0i=6.152946192919058; d1i=2.5; recall=1.0]
[d0i=12.55285984839897; d1i=2.5; recall=1.0]
[d0i=12.979077948589786; d1i=2.5; recall=1.0]
[d0i=6.710653812955407; d1i=2.5; recall=1.0]
[d0i=4.35060868990073; d1i=2.5; recall=0.381]
[d0i=9.8909520614725; d1i=2.5; recall=1.0]
[d0i=13.960209180407194; d1i=2.5; recall=1.0]
[d0i=9.67524342995753; d1i=2.5; recall=1.0]
[d0i=3.4879350979242187; d1i=2.5; recall=1.0]
[d0i=4.993747762966104; d1i=2.5; recall=1.0]
[d0i=3.952482671607814; d1i=2.5; recall=1.0]
[d0i=2.1254367064472413; d1i=2.5; recall=0.753]
[d0i=2.6030528195309732; d1i=2.5; recall=0.969]
[d0i=4.577444740557223; d1i=2.5; recall=1.0]
[d0i=4.708934260402753; d1i=2.5; recall=1.0]
[d0i=2.775107237538894; d1i=2.5; recall=0.97]
[d0i=2.0470264734762833; d1i=2.5; recall=0.766]
[d0i=3.756238469356307; d1i=2.5; recall=1.0]
[d0i=5.011616090478408; d1i=2.5; recall=1.0]
[d0i=3.6896917310274038; d1i=2.5; recall=0.999]
[d0i=6.00963191935415; d1i=2.5; recall=1.0]
[d0i=1.5931470419998546; d1i=2.5; recall=0.342]
[d0i=4.6471335278771715; d1i=2.5; recall=1.0]
[d0i=10.005782091998794; d1i=2.5; recall=1.0]
[d0i=8.604954227029038; d1i=2.5; recall=1.0]
[d0i=2.8141462044783894; d1i=2.5; recall=0.999]
[d0i=2.428493002449961; d1i=2.5; recall=0.991]
[d0i=8.100325893867263; d1i=2.5; recall=1.0]
[d0i=10.235755989938102; d1i=2.5; recall=1.0]
[d0i=5.222709475425821; d1i=2.5; recall=1.0]
[d0i=1.5407399929201426; d1i=2.5; recall=0.098]
[d0i=5.417888245195749; d1i=2.5; recall=1.0]
[d0i=12.32090485263281; d1i=2.5; recall=1.0]
[d0i=9.452593796113947; d1i=2.5; recall=0.819]
[d0i=11.436022574239564; d1i=2.5; recall=0.876]
[d0i=14.916227160307699; d1i=2.5; recall=0.259]
[d0i=14.00645158879494; d1i=2.5; recall=0.999]
[d0i=10.245578600770507; d1i=2.5; recall=0.999]
[d0i=9.995113949791628; d1i=2.5; recall=0.234]
[d0i=13.678717866697902; d1i=2.5; recall=0.874]
[d0i=15.065585007665533; d1i=2.5; recall=0.877]
