############################################################
2020-08-10 08:06:41
[DataFrame Name] report/one_class/one_class_unsupervised_[1_1_1]_[1_2_3]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_1_1
[Abnormal Mean] 
[Model] one_class_unsupervised
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.001558376068715006
[Cut Threshold with 0.01 FP Rate] 0.002771350080147384
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=21.25; d1i=2.5; recall=0.746]
[d0i=12.792514498875843; d1i=2.5; recall=1.0]
[d0i=17.673546949913735; d1i=2.5; recall=0.995]
[d0i=14.298327163917726; d1i=2.5; recall=1.0]
[d0i=8.376029621521546; d1i=2.5; recall=0.999]
[d0i=9.924203442356978; d1i=2.5; recall=1.0]
[d0i=16.32411709783689; d1i=2.5; recall=1.0]
[d0i=16.750335198027706; d1i=2.5; recall=1.0]
[d0i=10.481911062393326; d1i=2.5; recall=1.0]
[d0i=8.121865939338651; d1i=2.5; recall=0.19]
[d0i=13.66220931091042; d1i=2.5; recall=1.0]
[d0i=17.731466429845113; d1i=2.5; recall=0.999]
[d0i=13.44650067939545; d1i=2.5; recall=1.0]
[d0i=1.725870195848437; d1i=2.5; recall=0.946]
[d0i=3.2316828608903223; d1i=2.5; recall=0.994]
[d0i=2.1904177695320324; d1i=2.5; recall=0.985]
[d0i=0.3633718043714595; d1i=2.5; recall=0.354]
[d0i=0.8409879174551915; d1i=2.5; recall=0.782]
[d0i=2.8153798384814417; d1i=2.5; recall=0.988]
[d0i=2.9468693583269716; d1i=2.5; recall=0.995]
[d0i=1.0130423354631126; d1i=2.5; recall=0.811]
[d0i=0.2849615714005017; d1i=2.5; recall=0.315]
[d0i=1.9941735672805252; d1i=2.5; recall=0.965]
[d0i=3.2495511884026262; d1i=2.5; recall=0.994]
[d0i=1.9276268289516223; d1i=2.5; recall=0.972]
[d0i=6.769263838708299; d1i=2.5; recall=1.0]
[d0i=2.352778961354004; d1i=2.5; recall=0.584]
[d0i=5.4067654472313205; d1i=2.5; recall=1.0]
[d0i=10.765414011352945; d1i=2.5; recall=1.0]
[d0i=9.36458614638319; d1i=2.5; recall=1.0]
[d0i=3.573778123832539; d1i=2.5; recall=0.999]
[d0i=3.1881249218041106; d1i=2.5; recall=0.965]
[d0i=8.859957813221413; d1i=2.5; recall=1.0]
[d0i=10.995387909292253; d1i=2.5; recall=1.0]
[d0i=5.98234139477997; d1i=2.5; recall=1.0]
[d0i=2.300371912274292; d1i=2.5; recall=0.15]
[d0i=6.177520164549898; d1i=2.5; recall=1.0]
[d0i=19.39180970526562; d1i=2.5; recall=1.0]
