############################################################
2020-07-17 09:29:48
[DataFrame Name] report/one_class/one_class_unsupervised_[1_-1_1]_[]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_-1_1
[Abnormal Mean] 
[Model] one_class_unsupervised
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.001558376068715006
[Cut Threshold with 0.01 FP Rate] 0.002771350080147384
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=10.25; d1i=2.5; recall=0.342]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=20.01206490207578; d1i=2.5; recall=1.0]
[d0i=13.26162533008377; d1i=2.5; recall=1.0]
[d0i=1.4170302452914099; d1i=2.5; recall=0.975]
[d0i=4.513377886962274; d1i=2.5; recall=1.0]
[d0i=17.3132051979221; d1i=2.5; recall=1.0]
[d0i=18.165641398303734; d1i=2.5; recall=1.0]
[d0i=5.628793127034971; d1i=2.5; recall=1.0]
[d0i=0.908702880925617; d1i=2.5; recall=0.718]
[d0i=11.98938962406916; d1i=2.5; recall=1.0]
[d0i=20.127903861938556; d1i=2.5; recall=1.0]
[d0i=11.55797236103922; d1i=2.5; recall=1.0]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=13.26162533008377; d1i=2.5; recall=1.0]
[d0i=11.179095147367192; d1i=2.5; recall=1.0]
[d0i=7.525003217046046; d1i=2.5; recall=1.0]
[d0i=8.480235443213509; d1i=2.5; recall=1.0]
[d0i=12.429019285266008; d1i=2.5; recall=1.0]
[d0i=12.691998324957071; d1i=2.5; recall=1.0]
[d0i=8.82434427922935; d1i=2.5; recall=1.0]
[d0i=7.36818275110413; d1i=2.5; recall=1.0]
[d0i=10.786606742864176; d1i=2.5; recall=1.0]
[d0i=13.297361985108378; d1i=2.5; recall=1.0]
[d0i=10.653513266206371; d1i=2.5; recall=1.0]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=1.4170302452914094; d1i=2.5; recall=0.227]
[d0i=7.525003217046044; d1i=2.5; recall=1.0]
[d0i=18.24230034528929; d1i=2.5; recall=1.0]
[d0i=15.440644615349779; d1i=2.5; recall=1.0]
[d0i=3.859028570248479; d1i=2.5; recall=1.0]
[d0i=3.0877221661916243; d1i=2.5; recall=1.0]
[d0i=14.431387949026226; d1i=2.5; recall=1.0]
[d0i=18.702248141167914; d1i=2.5; recall=1.0]
[d0i=8.676155112143345; d1i=2.5; recall=1.0]
[d0i=1.312216147131988; d1i=2.5; recall=0.216]
[d0i=9.066512651683198; d1i=2.5; recall=1.0]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=4.5133778869622745; d1i=2.5; recall=0.492]
[d0i=8.480235443213509; d1i=2.5; recall=0.972]
[d0i=15.440644615349782; d1i=2.5; recall=0.996]
[d0i=13.621093472324262; d1i=2.5; recall=1.0]
[d0i=6.0993474962753975; d1i=2.5; recall=0.989]
[d0i=5.59841819431764; d1i=2.5; recall=0.559]
[d0i=12.965626028130185; d1i=2.5; recall=0.99]
[d0i=15.739360310065447; d1i=2.5; recall=1.0]
[d0i=9.227857545435725; d1i=2.5; recall=1.0]
[d0i=4.4453057787181685; d1i=2.5; recall=0.222]
[d0i=9.481377454990673; d1i=2.5; recall=0.983]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=17.3132051979221; d1i=2.5; recall=1.0]
[d0i=12.429019285266008; d1i=2.5; recall=1.0]
[d0i=3.8590285702484772; d1i=2.5; recall=0.955]
[d0i=6.099347496275396; d1i=2.5; recall=0.983]
[d0i=15.36048309639342; d1i=2.5; recall=1.0]
[d0i=15.977251358213953; d1i=2.5; recall=1.0]
[d0i=6.906390555356855; d1i=2.5; recall=1.0]
[d0i=3.4912354323979953; d1i=2.5; recall=0.221]
[d0i=11.508510976640267; d1i=2.5; recall=1.0]
[d0i=17.397018853294405; d1i=2.5; recall=1.0]
[d0i=11.196365064348853; d1i=2.5; recall=1.0]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=18.165641398303734; d1i=2.5; recall=1.0]
[d0i=12.69199832495707; d1i=2.5; recall=1.0]
[d0i=3.0877221661916243; d1i=2.5; recall=0.928]
[d0i=5.598418194317638; d1i=2.5; recall=1.0]
[d0i=15.977251358213953; d1i=2.5; recall=1.0]
[d0i=16.668455457432636; d1i=2.5; recall=1.0]
[d0i=6.502860762481767; d1i=2.5; recall=1.0]
[d0i=2.6755412219316757; d1i=2.5; recall=0.93]
[d0i=11.66039674025668; d1i=2.5; recall=1.0]
[d0i=18.259570262270955; d1i=2.5; recall=1.0]
[d0i=11.310578911606862; d1i=2.5; recall=1.0]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=5.628793127034969; d1i=2.5; recall=0.998]
[d0i=8.82434427922935; d1i=2.5; recall=1.0]
[d0i=14.431387949026227; d1i=2.5; recall=1.0]
[d0i=12.965626028130185; d1i=2.5; recall=1.0]
[d0i=6.906390555356856; d1i=2.5; recall=1.0]
[d0i=6.502860762481767; d1i=2.5; recall=1.0]
[d0i=12.437606124007457; d1i=2.5; recall=1.0]
[d0i=14.67202207034045; d1i=2.5; recall=1.0]
[d0i=9.426600507562362; d1i=2.5; recall=1.0]
[d0i=5.573956798569139; d1i=2.5; recall=0.998]
[d0i=9.630826605322255; d1i=2.5; recall=1.0]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=0.9087028809256169; d1i=2.5; recall=0.488]
[d0i=7.36818275110413; d1i=2.5; recall=1.0]
[d0i=18.70224814116791; d1i=2.5; recall=1.0]
[d0i=15.739360310065445; d1i=2.5; recall=1.0]
[d0i=3.491235432397996; d1i=2.5; recall=0.999]
[d0i=2.6755412219316757; d1i=2.5; recall=0.991]
[d0i=14.67202207034045; d1i=2.5; recall=1.0]
[d0i=19.18866540963815; d1i=2.5; recall=1.0]
[d0i=8.58558212865291; d1i=2.5; recall=1.0]
[d0i=0.7978568506136647; d1i=2.5; recall=0.115]
[d0i=8.998404300671416; d1i=2.5; recall=1.0]
[d0i=10.25; d1i=2.5; recall=0.198]
[d0i=11.98938962406916; d1i=2.5; recall=0.626]
[d0i=10.786606742864176; d1i=2.5; recall=0.813]
[d0i=8.676155112143345; d1i=2.5; recall=0.459]
[d0i=9.227857545435722; d1i=2.5; recall=0.121]
[d0i=11.508510976640267; d1i=2.5; recall=0.411]
[d0i=11.66039674025668; d1i=2.5; recall=0.785]
[d0i=9.426600507562362; d1i=2.5; recall=0.718]
[d0i=8.58558212865291; d1i=2.5; recall=0.152]
[d0i=10.559921752689446; d1i=2.5; recall=0.229]
[d0i=12.010029630755188; d1i=2.5; recall=0.682]
[d0i=10.483052492088746; d1i=2.5; recall=0.815]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=20.127903861938556; d1i=2.5; recall=1.0]
[d0i=13.29736198510838; d1i=2.5; recall=1.0]
[d0i=1.3122161471319873; d1i=2.5; recall=0.964]
[d0i=4.445305778718167; d1i=2.5; recall=1.0]
[d0i=17.397018853294405; d1i=2.5; recall=1.0]
[d0i=18.259570262270955; d1i=2.5; recall=1.0]
[d0i=5.573956798569138; d1i=2.5; recall=1.0]
[d0i=0.7978568506136648; d1i=2.5; recall=0.806]
[d0i=12.010029630755188; d1i=2.5; recall=1.0]
[d0i=20.245117394164527; d1i=2.5; recall=1.0]
[d0i=11.57349306893779; d1i=2.5; recall=1.0]
[d0i=10.25; d1i=2.5; recall=1.0]
[d0i=11.557972361039216; d1i=2.5; recall=1.0]
[d0i=10.653513266206371; d1i=2.5; recall=1.0]
[d0i=9.066512651683198; d1i=2.5; recall=1.0]
[d0i=9.481377454990671; d1i=2.5; recall=1.0]
[d0i=11.196365064348853; d1i=2.5; recall=1.0]
[d0i=11.310578911606864; d1i=2.5; recall=1.0]
[d0i=9.630826605322255; d1i=2.5; recall=1.0]
[d0i=8.998404300671416; d1i=2.5; recall=1.0]
[d0i=10.483052492088746; d1i=2.5; recall=1.0]
[d0i=11.57349306893779; d1i=2.5; recall=1.0]
[d0i=10.425248957510899; d1i=2.5; recall=1.0]
============================================================
Recall when d1i changes (FPR=10%):
[d0i=2.5; d1i=10.25; recall=0.38]
[d0i=2.5; d1i=10.25; recall=1.0]
[d0i=2.5; d1i=0.48793509792421863; recall=0.998]
[d0i=2.5; d1i=7.2383746699162295; recall=1.0]
[d0i=2.5; d1i=19.082969754708596; recall=0.995]
[d0i=2.5; d1i=15.986622113037727; recall=1.0]
[d0i=2.5; d1i=3.186794802077901; recall=1.0]
[d0i=2.5; d1i=2.334358601696265; recall=1.0]
[d0i=2.5; d1i=14.871206872965033; recall=1.0]
[d0i=2.5; d1i=19.591297119074383; recall=0.53]
[d0i=2.5; d1i=8.51061037593084; recall=1.0]
[d0i=2.5; d1i=0.37209613806144115; recall=0.999]
[d0i=2.5; d1i=8.942027638960784; recall=1.0]
[d0i=2.5; d1i=10.25; recall=0.995]
[d0i=2.5; d1i=7.23837466991623; recall=0.998]
[d0i=2.5; d1i=9.320904852632811; recall=0.991]
[d0i=2.5; d1i=12.974996782953955; recall=0.366]
[d0i=2.5; d1i=12.019764556786491; recall=0.948]
[d0i=2.5; d1i=8.070980714733993; recall=0.999]
[d0i=2.5; d1i=7.808001675042933; recall=0.998]
