############################################################
2020-08-10 08:08:36
[DataFrame Name] report/one_class/one_class_unsupervised_[1_1_1]_[2_2_3]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_1_1
[Abnormal Mean] 
[Model] one_class_unsupervised
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.001558376068715006
[Cut Threshold with 0.01 FP Rate] 0.002771350080147384
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=22.25; d1i=2.5; recall=0.999]
[d0i=8.852356378411532; d1i=2.5; recall=0.966]
[d0i=17.911520397158192; d1i=2.5; recall=1.0]
[d0i=20.00339788315128; d1i=2.5; recall=1.0]
[d0i=11.589584134807874; d1i=2.5; recall=1.0]
[d0i=6.902020709282672; d1i=2.5; recall=0.531]
[d0i=13.86970754797153; d1i=2.5; recall=0.857]
[d0i=20.706822567957516; d1i=2.5; recall=1.0]
[d0i=15.848405539030695; d1i=2.5; recall=1.0]
[d0i=7.5124547773037245; d1i=2.5; recall=0.759]
[d0i=9.799206823854755; d1i=2.5; recall=0.965]
[d0i=18.840627223009513; d1i=2.5; recall=1.0]
[d0i=19.34317958768409; d1i=2.5; recall=1.0]
[d0i=1.2018170903373537; d1i=2.5; recall=0.799]
[d0i=3.9965954596595625; d1i=2.5; recall=1.0]
[d0i=4.641945730062819; d1i=2.5; recall=1.0]
[d0i=2.0462597905307027; d1i=2.5; recall=0.991]
[d0i=0.6001328808761573; d1i=2.5; recall=0.543]
[d0i=2.7496844753369443; d1i=2.5; recall=0.994]
[d0i=4.858954285098978; d1i=2.5; recall=1.0]
[d0i=3.3601185433579954; d1i=2.5; recall=1.0]
[d0i=0.7884535609822039; d1i=2.5; recall=0.752]
[d0i=1.493923198409998; d1i=2.5; recall=0.887]
[d0i=4.283227609635601; d1i=2.5; recall=1.0]
[d0i=4.438266471426571; d1i=2.5; recall=1.0]
[d0i=12.23924715671109; d1i=2.5; recall=1.0]
[d0i=4.042280369129248; d1i=2.5; recall=0.999]
[d0i=2.1494953129262546; d1i=2.5; recall=0.929]
[d0i=9.762532422018369; d1i=2.5; recall=1.0]
[d0i=14.00396150247224; d1i=2.5; recall=1.0]
[d0i=7.699417563890872; d1i=2.5; recall=1.0]
[d0i=1.5130183966246875; d1i=2.5; recall=0.117]
[d0i=5.909040252937752; d1i=2.5; recall=0.979]
[d0i=13.451624910351535; d1i=2.5; recall=1.0]
[d0i=11.382512292650315; d1i=2.5; recall=1.0]
[d0i=3.201600392714316; d1i=2.5; recall=0.98]
[d0i=2.7468779664801026; d1i=2.5; recall=0.965]
[d0i=23.29486562632719; d1i=2.5; recall=1.0]
[d0i=17.97129923367524; d1i=2.5; recall=1.0]
[d0i=16.742019284782256; d1i=2.5; recall=0.239]
[d0i=21.68634924856525; d1i=2.5; recall=0.869]
[d0i=24.44096932873054; d1i=2.5; recall=1.0]
[d0i=20.346447647457445; d1i=2.5; recall=1.0]
[d0i=16.328655755427107; d1i=2.5; recall=0.87]
[d0i=19.183676987315685; d1i=2.5; recall=0.24]
[d0i=24.082251208303322; d1i=2.5; recall=1.0]
[d0i=22.738454328353313; d1i=2.5; recall=1.0]
[d0i=17.425314873192274; d1i=2.5; recall=0.999]
[d0i=17.12999282431525; d1i=2.5; recall=0.159]
[d0i=15.668125916637923; d1i=2.5; recall=0.141]
[d0i=22.222757034941004; d1i=2.5; recall=0.987]
[d0i=23.736305662275043; d1i=2.5; recall=1.0]
[d0i=17.648608684455233; d1i=2.5; recall=1.0]
[d0i=14.256987886511261; d1i=2.5; recall=0.164]
[d0i=19.298360013227583; d1i=2.5; recall=0.176]
[d0i=24.245258731109246; d1i=2.5; recall=1.0]
[d0i=20.730019203753482; d1i=2.5; recall=1.0]
[d0i=14.698658898278271; d1i=2.5; recall=0.974]
[d0i=16.35320628180609; d1i=2.5; recall=0.141]
[d0i=22.894999252915053; d1i=2.5; recall=1.0]
[d0i=23.25861397070316; d1i=2.5; recall=1.0]
[d0i=2.2596361307522663; d1i=2.5; recall=0.936]
[d0i=9.605325230357272; d1i=2.5; recall=1.0]
[d0i=11.301539319733529; d1i=2.5; recall=1.0]
[d0i=4.479137185340597; d1i=2.5; recall=1.0]
[d0i=0.6781922540718224; d1i=2.5; recall=0.508]
[d0i=6.32799185528261; d1i=2.5; recall=0.998]
[d0i=11.871916346673503; d1i=2.5; recall=1.0]
[d0i=7.932433527191379; d1i=2.5; recall=1.0]
[d0i=1.1731671623757955; d1i=2.5; recall=0.453]
[d0i=3.0273967079595545; d1i=2.5; recall=0.949]
[d0i=10.358698264436521; d1i=2.5; recall=1.0]
[d0i=10.766196508152104; d1i=2.5; recall=1.0]
[d0i=5.7498178598900775; d1i=2.5; recall=1.0]
[d0i=1.461353129661983; d1i=2.5; recall=0.968]
[d0i=0.47109146754001807; d1i=2.5; recall=0.356]
[d0i=4.454057603467308; d1i=2.5; recall=1.0]
[d0i=6.67307586822914; d1i=2.5; recall=1.0]
[d0i=3.3746833016349345; d1i=2.5; recall=1.0]
[d0i=0.1381013654819333; d1i=2.5; recall=0.203]
[d0i=2.4379990194130086; d1i=2.5; recall=0.963]
[d0i=6.384106050989853; d1i=2.5; recall=1.0]
[d0i=5.301593859123415; d1i=2.5; recall=1.0]
[d0i=1.0215286773138015; d1i=2.5; recall=0.895]
[d0i=0.7836283493652414; d1i=2.5; recall=0.548]
[d0i=20.235038829957062; d1i=2.5; recall=1.0]
[d0i=11.56634592549316; d1i=2.5; recall=1.0]
[d0i=9.564633241816095; d1i=2.5; recall=0.762]
[d0i=17.615791978848893; d1i=2.5; recall=0.925]
[d0i=22.101310479450756; d1i=2.5; recall=1.0]
[d0i=15.433947206848796; d1i=2.5; recall=1.0]
[d0i=8.891527802794773; d1i=2.5; recall=0.138]
[d0i=13.540535717700742; d1i=2.5; recall=0.759]
[d0i=21.517187544580967; d1i=2.5; recall=1.0]
[d0i=19.32899984876443; d1i=2.5; recall=1.0]
[d0i=10.677285772472473; d1i=2.5; recall=0.999]
[d0i=10.196394587727289; d1i=2.5; recall=0.88]
[d0i=21.213589773968987; d1i=2.5; recall=0.988]
[d0i=22.827737605909544; d1i=2.5; recall=0.999]
[d0i=23.2004651006004; d1i=2.5; recall=1.0]
[d0i=21.70130478159791; d1i=2.5; recall=1.0]
[d0i=20.866081981266916; d1i=2.5; recall=0.998]
[d0i=22.107573644408962; d1i=2.5; recall=0.998]
[d0i=23.325800222865972; d1i=2.5; recall=1.0]
[d0i=22.460134991761095; d1i=2.5; recall=1.0]
[d0i=20.97484817927369; d1i=2.5; recall=0.999]
[d0i=21.382298121728386; d1i=2.5; recall=0.988]
[d0i=22.993284422976288; d1i=2.5; recall=0.999]
[d0i=23.082828425954645; d1i=2.5; recall=1.0]
[d0i=7.0302546077074135; d1i=2.5; recall=0.984]
[d0i=16.196916798990777; d1i=2.5; recall=1.0]
[d0i=18.313616995605905; d1i=2.5; recall=1.0]
[d0i=9.79996295293297; d1i=2.5; recall=1.0]
[d0i=5.056775796470665; d1i=2.5; recall=0.654]
[d0i=12.107142847198642; d1i=2.5; recall=0.965]
[d0i=19.025388683289837; d1i=2.5; recall=1.0]
[d0i=14.109320534353467; d1i=2.5; recall=1.0]
[d0i=5.674453418823068; d1i=2.5; recall=0.666]
[d0i=7.988340603400095; d1i=2.5; recall=0.984]
[d0i=17.137048625125107; d1i=2.5; recall=1.0]
[d0i=17.645564394446588; d1i=2.5; recall=1.0]
[d0i=1.6761036364206723; d1i=2.5; recall=0.944]
[d0i=2.8898976717504334; d1i=2.5; recall=0.998]
[d0i=3.1701783256700096; d1i=2.5; recall=1.0]
[d0i=2.0428516848253198; d1i=2.5; recall=0.986]
[d0i=1.414787493211356; d1i=2.5; recall=0.909]
[d0i=2.348354509698191; d1i=2.5; recall=0.993]
[d0i=3.264426833032797; d1i=2.5; recall=1.0]
[d0i=2.6134707846984617; d1i=2.5; recall=0.998]
