############################################################
2020-08-10 08:03:17
[DataFrame Name] report/rec/rec_unsupervised_[1_1_1]_[1_1_2]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_1_1
[Abnormal Mean] 
[Model] rec_unsupervised
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.15149333029985423
[Cut Threshold with 0.01 FP Rate] 0.19152295619249343
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=12.25; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=1.0]
[d0i=8.02125724943792; d1i=2.5; recall=1.0]
[d0i=8.02125724943792; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=1.0]
[d0i=8.02125724943792; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=1.0]
[d0i=8.02125724943792; d1i=2.5; recall=1.0]
[d0i=8.02125724943792; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=1.0]
[d0i=2.4879350979242187; d1i=2.5; recall=0.002]
[d0i=2.4879350979242187; d1i=2.5; recall=0.012]
[d0i=2.4879350979242187; d1i=2.5; recall=0.355]
[d0i=2.4879350979242187; d1i=2.5; recall=0.263]
[d0i=2.4879350979242187; d1i=2.5; recall=0.0]
[d0i=2.487935097924219; d1i=2.5; recall=0.006]
[d0i=2.4879350979242187; d1i=2.5; recall=0.114]
[d0i=2.4879350979242187; d1i=2.5; recall=0.464]
[d0i=2.4879350979242187; d1i=2.5; recall=0.026]
[d0i=2.4879350979242187; d1i=2.5; recall=0.002]
[d0i=2.4879350979242187; d1i=2.5; recall=0.016]
[d0i=2.4879350979242187; d1i=2.5; recall=0.413]
[d0i=5.00963191935415; d1i=2.5; recall=1.0]
[d0i=5.00963191935415; d1i=2.5; recall=0.991]
[d0i=5.009631919354149; d1i=2.5; recall=0.389]
[d0i=5.00963191935415; d1i=2.5; recall=0.928]
[d0i=5.009631919354149; d1i=2.5; recall=0.999]
[d0i=5.00963191935415; d1i=2.5; recall=0.999]
[d0i=5.009631919354149; d1i=2.5; recall=0.627]
[d0i=5.009631919354149; d1i=2.5; recall=0.88]
[d0i=5.00963191935415; d1i=2.5; recall=0.975]
[d0i=5.009631919354148; d1i=2.5; recall=1.0]
[d0i=5.009631919354148; d1i=2.5; recall=0.971]
[d0i=5.009631919354149; d1i=2.5; recall=0.496]
[d0i=11.32090485263281; d1i=2.5; recall=1.0]
[d0i=11.320904852632811; d1i=2.5; recall=1.0]
[d0i=11.32090485263281; d1i=2.5; recall=1.0]
[d0i=11.32090485263281; d1i=2.5; recall=1.0]
[d0i=11.32090485263281; d1i=2.5; recall=1.0]
[d0i=11.320904852632811; d1i=2.5; recall=1.0]
[d0i=11.32090485263281; d1i=2.5; recall=1.0]
[d0i=11.320904852632811; d1i=2.5; recall=1.0]
[d0i=11.32090485263281; d1i=2.5; recall=1.0]
[d0i=11.320904852632811; d1i=2.5; recall=1.0]
[d0i=11.32090485263281; d1i=2.5; recall=1.0]
[d0i=11.320904852632811; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
[d0i=4.257699654710709; d1i=2.5; recall=0.227]
[d0i=4.257699654710708; d1i=2.5; recall=0.63]
[d0i=4.257699654710708; d1i=2.5; recall=0.999]
[d0i=4.257699654710708; d1i=2.5; recall=0.991]
[d0i=4.257699654710709; d1i=2.5; recall=0.123]
[d0i=4.257699654710708; d1i=2.5; recall=0.69]
[d0i=4.257699654710708; d1i=2.5; recall=0.945]
[d0i=4.257699654710709; d1i=2.5; recall=0.999]
[d0i=4.257699654710708; d1i=2.5; recall=0.539]
[d0i=4.257699654710709; d1i=2.5; recall=0.381]
[d0i=4.257699654710708; d1i=2.5; recall=0.644]
[d0i=4.257699654710708; d1i=2.5; recall=0.999]
[d0i=2.8306126340881415; d1i=2.5; recall=0.839]
[d0i=2.8306126340881415; d1i=2.5; recall=0.299]
[d0i=2.8306126340881415; d1i=2.5; recall=0.001]
[d0i=2.8306126340881406; d1i=2.5; recall=0.019]
[d0i=2.8306126340881415; d1i=2.5; recall=0.521]
[d0i=2.830612634088141; d1i=2.5; recall=0.785]
[d0i=2.8306126340881415; d1i=2.5; recall=0.003]
[d0i=2.8306126340881415; d1i=2.5; recall=0.016]
[d0i=2.8306126340881415; d1i=2.5; recall=0.072]
[d0i=2.8306126340881415; d1i=2.5; recall=0.861]
[d0i=2.8306126340881406; d1i=2.5; recall=0.182]
[d0i=2.8306126340881415; d1i=2.5; recall=0.001]
[d0i=8.87890652767574; d1i=2.5; recall=1.0]
[d0i=8.878906527675742; d1i=2.5; recall=1.0]
[d0i=8.87890652767574; d1i=2.5; recall=1.0]
[d0i=8.87890652767574; d1i=2.5; recall=1.0]
[d0i=8.87890652767574; d1i=2.5; recall=1.0]
[d0i=8.878906527675742; d1i=2.5; recall=1.0]
[d0i=8.878906527675738; d1i=2.5; recall=1.0]
[d0i=8.87890652767574; d1i=2.5; recall=1.0]
[d0i=8.87890652767574; d1i=2.5; recall=1.0]
[d0i=8.87890652767574; d1i=2.5; recall=1.0]
[d0i=8.87890652767574; d1i=2.5; recall=1.0]
[d0i=8.878906527675738; d1i=2.5; recall=1.0]
[d0i=12.17190975316252; d1i=2.5; recall=1.0]
[d0i=12.17190975316252; d1i=2.5; recall=1.0]
[d0i=12.171909753162522; d1i=2.5; recall=1.0]
[d0i=12.171909753162522; d1i=2.5; recall=1.0]
[d0i=12.17190975316252; d1i=2.5; recall=1.0]
[d0i=12.171909753162522; d1i=2.5; recall=1.0]
[d0i=12.17190975316252; d1i=2.5; recall=1.0]
[d0i=12.171909753162522; d1i=2.5; recall=1.0]
[d0i=12.17190975316252; d1i=2.5; recall=1.0]
[d0i=12.17190975316252; d1i=2.5; recall=1.0]
[d0i=12.171909753162522; d1i=2.5; recall=1.0]
[d0i=12.17190975316252; d1i=2.5; recall=1.0]
[d0i=7.13951690360658; d1i=2.5; recall=1.0]
[d0i=7.139516903606579; d1i=2.5; recall=1.0]
[d0i=7.13951690360658; d1i=2.5; recall=1.0]
[d0i=7.139516903606578; d1i=2.5; recall=1.0]
[d0i=7.13951690360658; d1i=2.5; recall=0.99]
[d0i=7.139516903606579; d1i=2.5; recall=1.0]
[d0i=7.139516903606578; d1i=2.5; recall=1.0]
[d0i=7.139516903606579; d1i=2.5; recall=1.0]
[d0i=7.139516903606581; d1i=2.5; recall=1.0]
[d0i=7.13951690360658; d1i=2.5; recall=1.0]
[d0i=7.1395169036065775; d1i=2.5; recall=1.0]
[d0i=7.139516903606578; d1i=2.5; recall=1.0]
[d0i=2.2940058912239656; d1i=2.5; recall=0.003]
[d0i=2.2940058912239656; d1i=2.5; recall=0.015]
[d0i=2.2940058912239656; d1i=2.5; recall=0.115]
[d0i=2.2940058912239656; d1i=2.5; recall=0.099]
[d0i=2.2940058912239656; d1i=2.5; recall=0.006]
[d0i=2.2940058912239656; d1i=2.5; recall=0.007]
