############################################################
2020-08-10 08:09:35
[DataFrame Name] report/one_class/one_class_unsupervised_[1_1_1]_[3_3_1]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_1_1
[Abnormal Mean] 
[Model] one_class_unsupervised
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.001558376068715006
[Cut Threshold with 0.01 FP Rate] 0.002771350080147384
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=14.25; d1i=2.5; recall=1.0]
[d0i=4.369683759071383; d1i=2.5; recall=0.983]
[d0i=22.4880117965647; d1i=2.5; recall=1.0]
[d0i=26.671766768550874; d1i=2.5; recall=1.0]
[d0i=9.844139271864066; d1i=2.5; recall=1.0]
[d0i=0.4690124208136608; d1i=2.5; recall=0.132]
[d0i=14.404386098191381; d1i=2.5; recall=1.0]
[d0i=28.07861613816335; d1i=2.5; recall=1.0]
[d0i=18.36178208030971; d1i=2.5; recall=1.0]
[d0i=1.6898805568557655; d1i=2.5; recall=0.988]
[d0i=6.263384649957828; d1i=2.5; recall=0.998]
[d0i=24.34622544826735; d1i=2.5; recall=1.0]
[d0i=25.3513301776165; d1i=2.5; recall=1.0]
[d0i=11.201893788977834; d1i=2.5; recall=1.0]
[d0i=16.791450527622253; d1i=2.5; recall=1.0]
[d0i=18.082151068428765; d1i=2.5; recall=1.0]
[d0i=12.890779189364533; d1i=2.5; recall=1.0]
[d0i=9.99852537005544; d1i=2.5; recall=1.0]
[d0i=14.297628558977014; d1i=2.5; recall=1.0]
[d0i=18.516168178501083; d1i=2.5; recall=1.0]
[d0i=15.518496695019117; d1i=2.5; recall=1.0]
[d0i=10.375166730267534; d1i=2.5; recall=1.0]
[d0i=11.786106005123123; d1i=2.5; recall=1.0]
[d0i=17.36471482757433; d1i=2.5; recall=1.0]
[d0i=17.67479255115627; d1i=2.5; recall=1.0]
[d0i=23.18996663600558; d1i=2.5; recall=1.0]
[d0i=6.796033060841896; d1i=2.5; recall=1.0]
[d0i=3.0104629484359124; d1i=2.5; recall=0.996]
[d0i=18.23653716662014; d1i=2.5; recall=1.0]
[d0i=26.71939532752788; d1i=2.5; recall=1.0]
[d0i=14.110307450365148; d1i=2.5; recall=1.0]
[d0i=1.7375091158327782; d1i=2.5; recall=0.762]
[d0i=10.529552828458907; d1i=2.5; recall=1.0]
[d0i=25.614722143286475; d1i=2.5; recall=1.0]
[d0i=21.47649690788403; d1i=2.5; recall=1.0]
[d0i=5.1146731080120365; d1i=2.5; recall=1.0]
[d0i=4.205228255543608; d1i=2.5; recall=1.0]
[d0i=20.056111842123148; d1i=2.5; recall=1.0]
[d0i=9.408979056819241; d1i=2.5; recall=1.0]
[d0i=6.950419159033275; d1i=2.5; recall=0.867]
[d0i=16.839079086599266; d1i=2.5; recall=1.0]
[d0i=22.348319246929847; d1i=2.5; recall=1.0]
[d0i=14.159275884383653; d1i=2.5; recall=1.0]
[d0i=6.123692100322975; d1i=2.5; recall=0.998]
[d0i=11.833734564100135; d1i=2.5; recall=0.998]
[d0i=21.630883006075404; d1i=2.5; recall=1.0]
[d0i=18.943289246175386; d1i=2.5; recall=1.0]
[d0i=8.317010335853315; d1i=2.5; recall=1.0]
[d0i=7.72636623809926; d1i=2.5; recall=0.858]
[d0i=7.101235703708353; d1i=2.5; recall=0.746]
[d0i=20.210497940314525; d1i=2.5; recall=1.0]
[d0i=23.237595194982593; d1i=2.5; recall=1.0]
[d0i=11.062201239342977; d1i=2.5; recall=1.0]
[d0i=4.278959643455029; d1i=2.5; recall=0.779]
[d0i=14.361703896887672; d1i=2.5; recall=1.0]
[d0i=24.255501332651004; d1i=2.5; recall=1.0]
[d0i=17.225022277939473; d1i=2.5; recall=1.0]
[d0i=5.162301666989049; d1i=2.5; recall=0.999]
[d0i=8.471396434044689; d1i=2.5; recall=0.906]
[d0i=21.55498237626261; d1i=2.5; recall=1.0]
[d0i=22.282211811838824; d1i=2.5; recall=1.0]
[d0i=6.238473642661695; d1i=2.5; recall=1.0]
[d0i=20.92985184187171; d1i=2.5; recall=1.0]
[d0i=24.32228002062422; d1i=2.5; recall=1.0]
[d0i=10.677475751838356; d1i=2.5; recall=1.0]
[d0i=3.0755858893008066; d1i=2.5; recall=0.985]
[d0i=14.375185091722386; d1i=2.5; recall=1.0]
[d0i=25.463034074504165; d1i=2.5; recall=1.0]
[d0i=17.58406843553992; d1i=2.5; recall=1.0]
[d0i=4.065535705908754; d1i=2.5; recall=0.99]
[d0i=7.773994797076272; d1i=2.5; recall=1.0]
[d0i=22.4365979100302; d1i=2.5; recall=1.0]
[d0i=23.251594397461375; d1i=2.5; recall=1.0]
[d0i=18.92718518342759; d1i=2.5; recall=1.0]
[d0i=10.3502557229714; d1i=2.5; recall=1.0]
[d0i=8.369732398727471; d1i=2.5; recall=1.0]
[d0i=16.33566467058205; d1i=2.5; recall=1.0]
[d0i=20.773701200105712; d1i=2.5; recall=1.0]
[d0i=14.176916066917304; d1i=2.5; recall=1.0]
[d0i=7.703752194611301; d1i=2.5; recall=1.0]
[d0i=12.303547502473451; d1i=2.5; recall=1.0]
[d0i=20.19576156562714; d1i=2.5; recall=1.0]
[d0i=18.030737181894267; d1i=2.5; recall=1.0]
[d0i=9.470606818275037; d1i=2.5; recall=1.0]
[d0i=8.994806162377918; d1i=2.5; recall=1.0]
[d0i=23.704451549211168; d1i=2.5; recall=1.0]
[d0i=6.367065740283355; d1i=2.5; recall=1.0]
[d0i=2.363640372929229; d1i=2.5; recall=0.365]
[d0i=18.46595784699483; d1i=2.5; recall=1.0]
[d0i=27.436994848198548; d1i=2.5; recall=1.0]
[d0i=14.102268302994627; d1i=2.5; recall=1.0]
[d0i=1.0174294948865867; d1i=2.5; recall=0.729]
