############################################################
2020-08-10 07:53:37
[DataFrame Name] report/one_class/one_class_[1_1_1]_[1_1_2]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_1_1
[Abnormal Mean] 1_1_2
[Model] one_class
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.01748920558020472
[Cut Threshold with 0.01 FP Rate] 0.03166832502931356
[A/N Ratio] 1:0.1
[Recall for TEST (FP = 0.05)] 0.041666666666666664
[Recall for TEST (FP = 0.01)] 0.0
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=12.25; d1i=2.5; recall=0.805]
[d0i=8.021257249437921; d1i=2.5; recall=0.998]
[d0i=8.02125724943792; d1i=2.5; recall=1.0]
[d0i=8.02125724943792; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=0.53]
[d0i=8.021257249437921; d1i=2.5; recall=0.999]
[d0i=8.02125724943792; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=0.523]
[d0i=8.02125724943792; d1i=2.5; recall=1.0]
[d0i=8.02125724943792; d1i=2.5; recall=1.0]
[d0i=8.021257249437921; d1i=2.5; recall=1.0]
[d0i=2.4879350979242187; d1i=2.5; recall=0.187]
[d0i=2.4879350979242187; d1i=2.5; recall=0.882]
[d0i=2.4879350979242187; d1i=2.5; recall=0.799]
[d0i=2.4879350979242187; d1i=2.5; recall=0.265]
[d0i=2.4879350979242187; d1i=2.5; recall=0.033]
[d0i=2.487935097924219; d1i=2.5; recall=0.659]
[d0i=2.4879350979242187; d1i=2.5; recall=0.914]
[d0i=2.4879350979242187; d1i=2.5; recall=0.356]
[d0i=2.4879350979242187; d1i=2.5; recall=0.069]
[d0i=2.4879350979242187; d1i=2.5; recall=0.261]
[d0i=2.4879350979242187; d1i=2.5; recall=0.905]
[d0i=2.4879350979242187; d1i=2.5; recall=0.73]
[d0i=5.00963191935415; d1i=2.5; recall=1.0]
[d0i=5.00963191935415; d1i=2.5; recall=0.996]
[d0i=5.009631919354149; d1i=2.5; recall=0.963]
[d0i=5.00963191935415; d1i=2.5; recall=1.0]
[d0i=5.009631919354149; d1i=2.5; recall=1.0]
[d0i=5.00963191935415; d1i=2.5; recall=1.0]
[d0i=5.009631919354149; d1i=2.5; recall=0.065]
[d0i=5.009631919354149; d1i=2.5; recall=1.0]
[d0i=5.00963191935415; d1i=2.5; recall=1.0]
[d0i=5.009631919354148; d1i=2.5; recall=1.0]
[d0i=5.009631919354148; d1i=2.5; recall=0.921]
[d0i=5.009631919354149; d1i=2.5; recall=0.995]
[d0i=11.32090485263281; d1i=2.5; recall=0.999]
[d0i=11.320904852632811; d1i=2.5; recall=0.999]
[d0i=11.32090485263281; d1i=2.5; recall=0.036]
[d0i=11.32090485263281; d1i=2.5; recall=0.339]
[d0i=11.32090485263281; d1i=2.5; recall=0.984]
[d0i=11.320904852632811; d1i=2.5; recall=1.0]
[d0i=11.32090485263281; d1i=2.5; recall=0.364]
[d0i=11.320904852632811; d1i=2.5; recall=0.104]
[d0i=11.32090485263281; d1i=2.5; recall=0.894]
[d0i=11.320904852632811; d1i=2.5; recall=1.0]
[d0i=11.32090485263281; d1i=2.5; recall=0.99]
[d0i=11.320904852632811; d1i=2.5; recall=0.073]
[d0i=10.746254032391874; d1i=2.5; recall=0.467]
[d0i=10.746254032391874; d1i=2.5; recall=0.926]
[d0i=10.746254032391874; d1i=2.5; recall=0.999]
[d0i=10.746254032391874; d1i=2.5; recall=1.0]
