############################################################
2020-08-10 08:04:44
[DataFrame Name] report/one_class/one_class_unsupervised_[1_1_1]_[1_1_3]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_1_1
[Abnormal Mean] 
[Model] one_class_unsupervised
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.001558376068715006
[Cut Threshold with 0.01 FP Rate] 0.002771350080147384
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=20.25; d1i=2.5; recall=0.831]
[d0i=11.792514498875843; d1i=2.5; recall=1.0]
[d0i=11.79251449887584; d1i=2.5; recall=0.56]
[d0i=11.79251449887584; d1i=2.5; recall=1.0]
[d0i=11.792514498875843; d1i=2.5; recall=0.999]
[d0i=11.792514498875843; d1i=2.5; recall=0.999]
[d0i=11.792514498875843; d1i=2.5; recall=0.998]
[d0i=11.79251449887584; d1i=2.5; recall=1.0]
[d0i=11.792514498875843; d1i=2.5; recall=1.0]
[d0i=11.792514498875843; d1i=2.5; recall=0.143]
[d0i=11.79251449887584; d1i=2.5; recall=1.0]
[d0i=11.792514498875839; d1i=2.5; recall=0.751]
[d0i=11.792514498875843; d1i=2.5; recall=1.0]
[d0i=0.725870195848437; d1i=2.5; recall=0.846]
[d0i=0.725870195848437; d1i=2.5; recall=0.559]
[d0i=0.725870195848437; d1i=2.5; recall=0.7]
[d0i=0.725870195848437; d1i=2.5; recall=0.253]
[d0i=0.725870195848437; d1i=2.5; recall=0.661]
[d0i=0.7258701958484373; d1i=2.5; recall=0.705]
[d0i=0.725870195848437; d1i=2.5; recall=0.646]
[d0i=0.725870195848437; d1i=2.5; recall=0.615]
[d0i=0.725870195848437; d1i=2.5; recall=0.189]
[d0i=0.725870195848437; d1i=2.5; recall=0.847]
[d0i=0.725870195848437; d1i=2.5; recall=0.567]
[d0i=0.725870195848437; d1i=2.5; recall=0.715]
[d0i=5.769263838708299; d1i=2.5; recall=1.0]
[d0i=5.769263838708299; d1i=2.5; recall=0.696]
[d0i=5.769263838708298; d1i=2.5; recall=1.0]
[d0i=5.769263838708299; d1i=2.5; recall=0.977]
[d0i=5.769263838708298; d1i=2.5; recall=1.0]
[d0i=5.769263838708299; d1i=2.5; recall=0.999]
[d0i=5.769263838708298; d1i=2.5; recall=0.936]
[d0i=5.769263838708298; d1i=2.5; recall=1.0]
[d0i=5.769263838708299; d1i=2.5; recall=0.997]
[d0i=5.769263838708297; d1i=2.5; recall=1.0]
[d0i=5.769263838708297; d1i=2.5; recall=0.235]
[d0i=5.769263838708298; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=0.959]
[d0i=18.39180970526562; d1i=2.5; recall=0.614]
[d0i=18.39180970526562; d1i=2.5; recall=0.096]
[d0i=18.39180970526562; d1i=2.5; recall=0.999]
[d0i=18.39180970526562; d1i=2.5; recall=0.999]
[d0i=18.39180970526562; d1i=2.5; recall=0.101]
[d0i=18.39180970526562; d1i=2.5; recall=0.609]
[d0i=18.39180970526562; d1i=2.5; recall=0.959]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=0.835]
[d0i=18.39180970526562; d1i=2.5; recall=0.698]
[d0i=17.242508064783745; d1i=2.5; recall=0.962]
[d0i=17.24250806478375; d1i=2.5; recall=0.182]
[d0i=17.242508064783745; d1i=2.5; recall=1.0]
[d0i=17.242508064783745; d1i=2.5; recall=0.999]
[d0i=17.242508064783745; d1i=2.5; recall=0.695]
[d0i=17.242508064783745; d1i=2.5; recall=0.68]
[d0i=17.242508064783745; d1i=2.5; recall=0.999]
[d0i=17.242508064783745; d1i=2.5; recall=1.0]
[d0i=17.24250806478375; d1i=2.5; recall=0.187]
[d0i=17.242508064783745; d1i=2.5; recall=0.962]
[d0i=17.242508064783745; d1i=2.5; recall=0.535]
[d0i=17.24250806478375; d1i=2.5; recall=1.0]
[d0i=4.265399309421419; d1i=2.5; recall=1.0]
[d0i=4.265399309421418; d1i=2.5; recall=0.96]
[d0i=4.265399309421418; d1i=2.5; recall=1.0]
