############################################################
2020-08-10 07:57:49
[DataFrame Name] report/one_class/one_class_[1_1_1]_[2_2_2]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_1_1
[Abnormal Mean] 2_2_2
[Model] one_class
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.1256406635046005
[Cut Threshold with 0.01 FP Rate] 0.16658427849411964
[A/N Ratio] 1:0.1
[Recall for TEST (FP = 0.05)] 0.975
[Recall for TEST (FP = 0.01)] 0.9166666666666666
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=14.25; d1i=2.5; recall=0.949]
[d0i=5.081099128973611; d1i=2.5; recall=0.122]
[d0i=14.14026314772027; d1i=2.5; recall=1.0]
[d0i=16.232140633713357; d1i=2.5; recall=1.0]
[d0i=7.818326885369953; d1i=2.5; recall=0.145]
[d0i=3.1307634598447507; d1i=2.5; recall=0.0]
[d0i=10.098450298533608; d1i=2.5; recall=1.0]
[d0i=16.935565318519597; d1i=2.5; recall=1.0]
[d0i=12.077148289592774; d1i=2.5; recall=1.0]
[d0i=3.741197527865804; d1i=2.5; recall=0.0]
[d0i=6.0279495744168345; d1i=2.5; recall=0.581]
[d0i=15.069369973571593; d1i=2.5; recall=1.0]
[d0i=15.57192233824617; d1i=2.5; recall=1.0]
[d0i=2.9638819924131354; d1i=2.5; recall=0.989]
[d0i=5.758660361735345; d1i=2.5; recall=1.0]
[d0i=6.404010632138601; d1i=2.5; recall=1.0]
[d0i=3.8083246926064844; d1i=2.5; recall=0.985]
[d0i=2.362197782951939; d1i=2.5; recall=0.894]
[d0i=4.511749377412726; d1i=2.5; recall=1.0]
[d0i=6.62101918717476; d1i=2.5; recall=1.0]
[d0i=5.122183445433777; d1i=2.5; recall=1.0]
[d0i=2.5505184630579856; d1i=2.5; recall=0.862]
[d0i=3.25598810048578; d1i=2.5; recall=0.995]
[d0i=6.0452925117113825; d1i=2.5; recall=1.0]
[d0i=6.200331373502353; d1i=2.5; recall=1.0]
[d0i=11.479615237356938; d1i=2.5; recall=1.0]
[d0i=3.2826484497750985; d1i=2.5; recall=0.019]
[d0i=1.3898633935721054; d1i=2.5; recall=0.022]
[d0i=9.002900502664218; d1i=2.5; recall=1.0]
[d0i=13.24432958311809; d1i=2.5; recall=1.0]
[d0i=6.939785644536723; d1i=2.5; recall=0.955]
[d0i=0.753386477270538; d1i=2.5; recall=0.0]
[d0i=5.149408333583603; d1i=2.5; recall=1.0]
[d0i=12.691992990997385; d1i=2.5; recall=1.0]
[d0i=10.622880373296164; d1i=2.5; recall=1.0]
[d0i=2.4419684733601668; d1i=2.5; recall=0.001]
[d0i=1.9872460471259534; d1i=2.5; recall=0.156]
[d0i=16.22396077369438; d1i=2.5; recall=1.0]
[d0i=10.90039438104243; d1i=2.5; recall=0.083]
[d0i=9.671114432149446; d1i=2.5; recall=0.059]
[d0i=14.615444395932442; d1i=2.5; recall=1.0]
[d0i=17.37006447609773; d1i=2.5; recall=1.0]
[d0i=13.275542794824634; d1i=2.5; recall=0.859]
[d0i=9.257750902794298; d1i=2.5; recall=0.004]
[d0i=12.112772134682876; d1i=2.5; recall=0.94]
