############################################################
2020-08-10 07:54:04
[DataFrame Name] report/rec/rec_[1_1_1]_[1_1_3]_[0.1]_[30]/result_df.pkl
[Normal Mean] 1_1_1
[Abnormal Mean] 1_1_3
[Model] rec
[Eta] 1.0
[Epochs] 100
[Cut Threshold with 0.05 FP Rate] 0.2461787886917591
[Cut Threshold with 0.01 FP Rate] 0.29094707012176513
[A/N Ratio] 1:0.1
[Recall for TEST (FP = 0.05)] 1.0
[Recall for TEST (FP = 0.01)] 1.0
---------------------
============================================================
Recall when d0i changes (FPR=10%):
[d0i=20.25; d1i=2.5; recall=1.0]
[d0i=11.792514498875843; d1i=2.5; recall=1.0]
[d0i=11.79251449887584; d1i=2.5; recall=1.0]
[d0i=11.79251449887584; d1i=2.5; recall=1.0]
[d0i=11.792514498875843; d1i=2.5; recall=1.0]
[d0i=11.792514498875843; d1i=2.5; recall=1.0]
[d0i=11.792514498875843; d1i=2.5; recall=1.0]
[d0i=11.79251449887584; d1i=2.5; recall=1.0]
[d0i=11.792514498875843; d1i=2.5; recall=1.0]
[d0i=11.792514498875843; d1i=2.5; recall=1.0]
[d0i=11.79251449887584; d1i=2.5; recall=1.0]
[d0i=11.792514498875839; d1i=2.5; recall=1.0]
[d0i=11.792514498875843; d1i=2.5; recall=1.0]
[d0i=0.725870195848437; d1i=2.5; recall=0.001]
[d0i=0.725870195848437; d1i=2.5; recall=0.066]
[d0i=0.725870195848437; d1i=2.5; recall=0.481]
[d0i=0.725870195848437; d1i=2.5; recall=0.189]
[d0i=0.725870195848437; d1i=2.5; recall=0.0]
[d0i=0.7258701958484373; d1i=2.5; recall=0.007]
[d0i=0.725870195848437; d1i=2.5; recall=0.296]
[d0i=0.725870195848437; d1i=2.5; recall=0.44]
[d0i=0.725870195848437; d1i=2.5; recall=0.005]
[d0i=0.725870195848437; d1i=2.5; recall=0.001]
[d0i=0.725870195848437; d1i=2.5; recall=0.099]
[d0i=0.725870195848437; d1i=2.5; recall=0.509]
[d0i=5.769263838708299; d1i=2.5; recall=1.0]
[d0i=5.769263838708299; d1i=2.5; recall=1.0]
[d0i=5.769263838708298; d1i=2.5; recall=0.617]
[d0i=5.769263838708299; d1i=2.5; recall=1.0]
[d0i=5.769263838708298; d1i=2.5; recall=1.0]
[d0i=5.769263838708299; d1i=2.5; recall=1.0]
[d0i=5.769263838708298; d1i=2.5; recall=0.823]
[d0i=5.769263838708298; d1i=2.5; recall=0.993]
[d0i=5.769263838708299; d1i=2.5; recall=1.0]
[d0i=5.769263838708297; d1i=2.5; recall=1.0]
[d0i=5.769263838708297; d1i=2.5; recall=0.992]
[d0i=5.769263838708298; d1i=2.5; recall=0.698]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=18.39180970526562; d1i=2.5; recall=1.0]
[d0i=17.242508064783745; d1i=2.5; recall=1.0]
[d0i=17.24250806478375; d1i=2.5; recall=1.0]
[d0i=17.242508064783745; d1i=2.5; recall=1.0]
[d0i=17.242508064783745; d1i=2.5; recall=1.0]
[d0i=17.242508064783745; d1i=2.5; recall=1.0]
[d0i=17.242508064783745; d1i=2.5; recall=1.0]
[d0i=17.242508064783745; d1i=2.5; recall=1.0]
[d0i=17.242508064783745; d1i=2.5; recall=1.0]
[d0i=17.24250806478375; d1i=2.5; recall=1.0]
[d0i=17.242508064783745; d1i=2.5; recall=1.0]
[d0i=17.242508064783745; d1i=2.5; recall=1.0]
[d0i=17.24250806478375; d1i=2.5; recall=1.0]
[d0i=4.265399309421419; d1i=2.5; recall=0.389]
[d0i=4.265399309421418; d1i=2.5; recall=0.999]
[d0i=4.265399309421418; d1i=2.5; recall=1.0]
[d0i=4.265399309421418; d1i=2.5; recall=0.999]
[d0i=4.265399309421419; d1i=2.5; recall=0.215]
[d0i=4.265399309421418; d1i=2.5; recall=0.957]
[d0i=4.265399309421418; d1i=2.5; recall=1.0]
[d0i=4.265399309421419; d1i=2.5; recall=1.0]
[d0i=4.265399309421418; d1i=2.5; recall=0.671]
[d0i=4.265399309421419; d1i=2.5; recall=0.579]
[d0i=4.265399309421418; d1i=2.5; recall=0.999]
